date,pnl
2024-01-02 00:00:00-05:00,372.2857142857247
2024-01-11 00:00:00-05:00,-390.0357142857247
2024-01-12 00:00:00-05:00,414.071428571413
2024-01-18 00:00:00-05:00,-352.5357142857247
2024-01-22 00:00:00-05:00,-199.5
2024-02-02 00:00:00-05:00,327.2857142857247
2024-02-15 00:00:00-05:00,247.19642857141298
2024-02-16 00:00:00-05:00,352.4642857142753
2024-02-20 00:00:00-05:00,-127.0
2024-02-23 00:00:00-05:00,303.178571428587
2024-02-26 00:00:00-05:00,346.571428571413
2024-03-05 00:00:00-05:00,110.5
2024-03-15 00:00:00-04:00,-309.946428571413
2024-03-21 00:00:00-04:00,-261.196428571413
2024-04-03 00:00:00-04:00,-173.33928571427532
2024-04-15 00:00:00-04:00,458.803571428587
2024-04-24 00:00:00-04:00,363.446428571413
2024-04-29 00:00:00-04:00,330.76785714286234
2024-05-17 00:00:00-04:00,-190.75
2024-05-22 00:00:00-04:00,-168.25
2024-05-23 00:00:00-04:00,-59.5
2024-05-24 00:00:00-04:00,8.0
2024-05-31 00:00:00-04:00,-330.571428571413
2024-06-13 00:00:00-04:00,-137.0
2024-06-14 00:00:00-04:00,353.803571428587
2024-06-21 00:00:00-04:00,438.7142857142753
2024-06-26 00:00:00-04:00,310.678571428587
2024-06-27 00:00:00-04:00,226.83928571427532
2024-06-28 00:00:00-04:00,-548.875
