date,pnl
2026-01-12 00:00:00-05:00,566.2142857142753
2026-01-13 00:00:00-05:00,-434.23214285713766
2026-01-15 00:00:00-05:00,771.3928571428623
2026-01-19 00:00:00-05:00,-356.01785714286234
2026-01-22 00:00:00-05:00,370.946428571413
2026-01-23 00:00:00-05:00,-411.196428571413
2026-01-26 00:00:00-05:00,-49.5
2026-01-27 00:00:00-05:00,234.875
2026-02-02 00:00:00-05:00,254.16071428572468
2026-02-06 00:00:00-05:00,-907.0
2026-02-09 00:00:00-05:00,265.946428571413
2026-02-10 00:00:00-05:00,-52.0
2026-02-13 00:00:00-05:00,-1025.6607142857247
2026-02-19 00:00:00-05:00,-379.5
