date,pnl
2024-07-26 00:00:00-04:00,-901.6428571428623
2024-08-09 00:00:00-04:00,673.0892857142753
2024-08-26 00:00:00-04:00,414.60714285713766
2024-09-06 00:00:00-04:00,170.5
2024-09-12 00:00:00-04:00,771.3928571428623
2024-09-27 00:00:00-04:00,-264.5
2024-10-01 00:00:00-04:00,-19.5
2024-10-03 00:00:00-04:00,230.5
2024-10-09 00:00:00-04:00,-363.25
2024-10-17 00:00:00-04:00,-353.071428571413
2024-10-18 00:00:00-04:00,428.803571428587
2024-10-25 00:00:00-04:00,-439.85714285713766
2024-11-15 00:00:00-05:00,460.4107142857247
2024-12-20 00:00:00-05:00,641.4821428571377
2024-12-23 00:00:00-05:00,-825.571428571413
2024-12-27 00:00:00-05:00,-649.321428571413
2024-12-30 00:00:00-05:00,-911.2857142857247
