status,strategy_name,timeframe,n_trials,selection_metric,best_validation_sharpe,best_validation_f1,best_validation_auc,best_validation_trade_count,runtime_seconds,best_config
completed,ttm,5min,10,validation_auc,1.597564860917751,0.5168217609162491,0.5743181818181818,10,20.726233900002626,"{""objective"": ""meta_label"", ""batch_size"": 128, ""max_epochs"": 8, ""patience"": 3, ""num_classes"": 2, ""device"": ""cpu"", ""dry_run_training"": false, ""n_filters"": 128, ""kernel_size"": 7, ""n_layers"": 3, ""dropout"": 0.2, ""learning_rate"": 0.0001, ""seq_len"": 30}"
completed,ifvg,1min,10,validation_auc,1.0411547746688352,0.5519995085693225,0.5653814602132896,18,90.03478779999932,"{""objective"": ""meta_label"", ""batch_size"": 128, ""max_epochs"": 8, ""patience"": 3, ""num_classes"": 2, ""device"": ""cpu"", ""dry_run_training"": false, ""n_filters"": 64, ""kernel_size"": 3, ""n_layers"": 4, ""dropout"": 0.3, ""learning_rate"": 0.0001, ""seq_len"": 30}"
completed,connors,5min,10,validation_auc,-0.5749805320140592,0.5186424152770307,0.5256082806828875,11,65.7514396000006,"{""objective"": ""meta_label"", ""batch_size"": 128, ""max_epochs"": 8, ""patience"": 3, ""num_classes"": 2, ""device"": ""cpu"", ""dry_run_training"": false, ""n_filters"": 64, ""kernel_size"": 3, ""n_layers"": 2, ""dropout"": 0.5, ""learning_rate"": 0.001, ""seq_len"": 20}"
completed,orb_ib,5min,10,validation_auc,,0.6255309635591326,0.6785714285714286,0,44.79062779999731,"{""objective"": ""meta_label"", ""batch_size"": 128, ""max_epochs"": 8, ""patience"": 3, ""num_classes"": 2, ""device"": ""cpu"", ""dry_run_training"": false, ""n_filters"": 64, ""kernel_size"": 7, ""n_layers"": 4, ""dropout"": 0.5, ""learning_rate"": 0.0003, ""seq_len"": 20}"
completed,orb_vol,5min,10,validation_auc,,0.5451101112952876,0.5431746031746032,0,29.75790120000056,"{""objective"": ""meta_label"", ""batch_size"": 128, ""max_epochs"": 8, ""patience"": 3, ""num_classes"": 2, ""device"": ""cpu"", ""dry_run_training"": false, ""n_filters"": 64, ""kernel_size"": 5, ""n_layers"": 3, ""dropout"": 0.5, ""learning_rate"": 0.001, ""seq_len"": 60}"
completed,orb_wick,5min,10,validation_auc,,0.5068181818181818,0.49318181818181817,0,24.283473800000138,"{""objective"": ""meta_label"", ""batch_size"": 128, ""max_epochs"": 8, ""patience"": 3, ""num_classes"": 2, ""device"": ""cpu"", ""dry_run_training"": false, ""n_filters"": 32, ""kernel_size"": 5, ""n_layers"": 2, ""dropout"": 0.5, ""learning_rate"": 0.001, ""seq_len"": 30}"
completed,orb_va,5min,10,validation_auc,,0.4666666666666667,0.4402834008097166,0,24.02037079999718,"{""objective"": ""meta_label"", ""batch_size"": 128, ""max_epochs"": 8, ""patience"": 3, ""num_classes"": 2, ""device"": ""cpu"", ""dry_run_training"": false, ""n_filters"": 128, ""kernel_size"": 3, ""n_layers"": 3, ""dropout"": 0.5, ""learning_rate"": 0.0003, ""seq_len"": 20}"
completed,ifvg_open,1min,10,validation_auc,,0.3923611111111111,0.44155844155844154,0,10.336357500003942,"{""objective"": ""meta_label"", ""batch_size"": 128, ""max_epochs"": 8, ""patience"": 3, ""num_classes"": 2, ""device"": ""cpu"", ""dry_run_training"": false, ""n_filters"": 32, ""kernel_size"": 3, ""n_layers"": 2, ""dropout"": 0.3, ""learning_rate"": 0.0003, ""seq_len"": 60}"
