entry_time,exit_time,direction,pnl,r_multiple,confidence
2025-07-07 09:37:00-04:00,2025-07-07 09:55:00-04:00,1,103.0,0.3577054263565891,0.6707174181938171
2025-08-13 10:14:00-04:00,2025-08-13 10:49:00-04:00,1,-236.01785714286234,-1.030565302144272,0.6911728978157043
2025-08-29 10:00:00-04:00,2025-08-29 13:00:00-04:00,1,-329.23214285713766,-1.0217234691049992,0.6980085372924805
2025-09-04 09:36:00-04:00,2025-09-04 09:51:00-04:00,-1,258.0,0.6490566037735849,0.6214369535446167
2025-09-23 10:07:00-04:00,2025-09-23 11:27:00-04:00,-1,-94.5,-0.47292225201072385,0.6331861615180969
2025-10-02 10:06:00-04:00,2025-10-02 10:48:00-04:00,-1,8.0,0.029338572364112643,0.6250960826873779
2025-10-29 11:13:00-04:00,2025-10-29 12:08:00-04:00,1,-170.92857142858702,-1.0427015250545615,0.6587100028991699
2025-11-12 10:14:00-05:00,2025-11-12 11:16:00-05:00,-1,339.875,0.9798198198198198,0.6256442666053772
2025-12-10 09:37:00-05:00,2025-12-10 09:59:00-05:00,1,65.5,0.1996190476190476,0.6085683107376099
2025-12-12 09:41:00-05:00,2025-12-12 09:52:00-05:00,-1,323.0,0.5717717717717717,0.6039132475852966
