entry_time,exit_time,direction,pnl,r_multiple,confidence
2024-07-11 09:49:00-04:00,2024-07-11 10:00:00-04:00,-1,70.5,0.30711785297549593,0.626889705657959
2024-07-19 09:43:00-04:00,2024-07-19 09:44:00-04:00,-1,-29.5,-0.06602717825739408,0.6247695088386536
2024-07-24 12:11:00-04:00,2024-07-24 12:34:00-04:00,1,-24.5,-0.13256038647342994,0.7214321494102478
2024-07-25 09:41:00-04:00,2024-07-25 09:44:00-04:00,1,-449.5,-0.9160116448326057,0.6975393295288086
2024-07-30 10:05:00-04:00,2024-07-30 10:18:00-04:00,1,-137.0,-0.4248062015503876,0.6870257258415222
2024-08-02 09:36:00-04:00,2024-08-02 10:51:00-04:00,1,-790.75,-1.0089314194577352,0.6209491491317749
2024-08-22 10:28:00-04:00,2024-08-22 10:35:00-04:00,-1,55.5,0.20782347041123372,0.6127766966819763
2024-08-26 09:35:00-04:00,2024-08-26 10:41:00-04:00,-1,270.76785714286234,0.9747990999678746,0.6541193127632141
2024-09-02 09:49:00-04:00,2024-09-02 12:58:00-04:00,-1,-90.30357142858702,-1.084030010718301,0.6639189720153809
2024-09-03 09:58:00-04:00,2024-09-03 10:01:00-04:00,1,95.5,0.234715821812596,0.7122339010238647
2024-09-09 09:36:00-04:00,2024-09-09 10:10:00-04:00,-1,-395.39285714286234,-1.0180229885057603,0.9117610454559326
2024-09-24 11:57:00-04:00,2024-09-24 13:52:00-04:00,-1,125.5,0.6498381877022654,0.7302333116531372
2024-09-25 09:44:00-04:00,2024-09-25 10:51:00-04:00,1,237.55357142858702,0.9713764147499726,0.6946727633476257
2024-09-26 09:37:00-04:00,2024-09-26 10:36:00-04:00,1,-571.6428571428623,-1.0123972169513058,0.6553893089294434
2024-10-03 09:40:00-04:00,2024-10-03 10:13:00-04:00,-1,-389.5,-1.0183006535947712,0.6343982219696045
