date,pnl
2024-01-03 00:00:00-05:00,5.107142857144936
2024-01-04 00:00:00-05:00,118.11785714285506
2024-01-05 00:00:00-05:00,145.05714285714492
2024-01-08 00:00:00-05:00,276.7214285714348
2024-01-10 00:00:00-05:00,-190.46785714284778
2024-01-11 00:00:00-05:00,-254.93571428569558
2024-01-12 00:00:00-05:00,-149.8
2024-01-15 00:00:00-05:00,-180.67142857142025
2024-01-16 00:00:00-05:00,171.22142857139116
2024-01-17 00:00:00-05:00,-170.37142857143482
2024-01-18 00:00:00-05:00,-182.8
2024-01-19 00:00:00-05:00,-365.9214285714203
2024-01-22 00:00:00-05:00,226.54999999999998
2024-01-23 00:00:00-05:00,132.84285714285505
2024-01-24 00:00:00-05:00,238.85357142857245
2024-01-25 00:00:00-05:00,145.80714285714492
2024-01-29 00:00:00-05:00,-165.71785714284778
2024-01-30 00:00:00-05:00,584.5857142857029
2024-01-31 00:00:00-05:00,-172.19285714285508
2024-02-01 00:00:00-05:00,155.24285714285506
2024-02-02 00:00:00-05:00,293.2214285714348
2024-02-05 00:00:00-05:00,504.1714285714202
2024-02-06 00:00:00-05:00,286.79285714285504
2024-02-07 00:00:00-05:00,-80.32500000000002
2024-02-08 00:00:00-05:00,340.5107142857174
2024-02-09 00:00:00-05:00,-159.28928571428258
2024-02-12 00:00:00-05:00,-44.95000000001454
2024-02-13 00:00:00-05:00,-56.70000000000729
2024-02-14 00:00:00-05:00,-136.72142857142754
2024-02-16 00:00:00-05:00,-219.52142857142024
2024-02-19 00:00:00-05:00,21.2
2024-02-20 00:00:00-05:00,-182.4321428571522
2024-02-21 00:00:00-05:00,-177.76428571428988
2024-02-22 00:00:00-05:00,102.6357142857174
2024-02-23 00:00:00-05:00,322.4642857142753
2024-02-26 00:00:00-05:00,177.5678571428478
2024-02-27 00:00:00-05:00,113.01428571428988
2024-02-28 00:00:00-05:00,-132.12142857143482
2024-02-29 00:00:00-05:00,-261.6107142857102
2024-03-01 00:00:00-05:00,133.80714285714492
2024-03-04 00:00:00-05:00,360.92142857143483
2024-03-05 00:00:00-05:00,193.05714285714492
2024-03-07 00:00:00-05:00,141.90357142857246
2024-03-08 00:00:00-05:00,464.5142857142608
2024-03-11 00:00:00-04:00,-462.817857142855
2024-03-12 00:00:00-04:00,373.1
2024-03-13 00:00:00-04:00,78.1
2024-03-18 00:00:00-04:00,222.27142857142022
2024-03-20 00:00:00-04:00,72.6
2024-03-25 00:00:00-04:00,8.20714285714493
2024-03-26 00:00:00-04:00,-194.38571428571012
2024-03-28 00:00:00-04:00,163.90714285715222
2024-04-01 00:00:00-04:00,290.9178571428623
2024-04-02 00:00:00-04:00,-108.81071428571741
2024-04-03 00:00:00-04:00,187.2571428571304
2024-04-04 00:00:00-04:00,-314.4928571428551
2024-04-05 00:00:00-04:00,-145.4
2024-04-08 00:00:00-04:00,101.29642857142753
2024-04-09 00:00:00-04:00,281.33571428571736
2024-04-10 00:00:00-04:00,-170.05
2024-04-11 00:00:00-04:00,139.7
2024-04-12 00:00:00-04:00,-60.55714285714495
2024-04-15 00:00:00-04:00,158.55714285714492
2024-04-16 00:00:00-04:00,-107.84642857142754
2024-04-18 00:00:00-04:00,8.66428571428986
2024-04-19 00:00:00-04:00,131.8857142857174
2024-04-22 00:00:00-04:00,-129.54285714285507
2024-04-23 00:00:00-04:00,-288.24285714286964
2024-04-24 00:00:00-04:00,-155.63571428571737
2024-04-25 00:00:00-04:00,236.02142857142752
2024-04-26 00:00:00-04:00,238.64642857142752
2024-04-29 00:00:00-04:00,-252.1821428571522
2024-04-30 00:00:00-04:00,-162.2285714285652
2024-05-01 00:00:00-04:00,-108.06071428571741
2024-05-02 00:00:00-04:00,-402.87142857142754
2024-05-03 00:00:00-04:00,-260.6928571428551
2024-05-06 00:00:00-04:00,-384.42499999998546
2024-05-07 00:00:00-04:00,217.2571428571304
2024-05-10 00:00:00-04:00,138.30714285714492
2024-05-13 00:00:00-04:00,12.499999999992724
2024-05-14 00:00:00-04:00,-162.88571428571012
2024-05-15 00:00:00-04:00,-7.850000000000023
2024-05-17 00:00:00-04:00,197.48571428571015
2024-05-20 00:00:00-04:00,-136.19285714285508
2024-05-22 00:00:00-04:00,-36.27142857144935
2024-05-23 00:00:00-04:00,148.80714285714492
2024-05-24 00:00:00-04:00,117.475
2024-05-27 00:00:00-04:00,-393.05
2024-05-28 00:00:00-04:00,177.18571428571013
2024-05-29 00:00:00-04:00,1.0428571428550413
2024-05-31 00:00:00-04:00,-179.8
2024-06-03 00:00:00-04:00,-137.79285714285507
2024-06-04 00:00:00-04:00,-189.12142857143482
2024-06-05 00:00:00-04:00,-126.22142857142754
