date,pnl
2024-07-03 00:00:00-04:00,3.7214285714347852
2024-07-09 00:00:00-04:00,294.8892857142826
2024-07-10 00:00:00-04:00,-273.24285714286964
2024-07-11 00:00:00-04:00,168.8892857142826
2024-07-12 00:00:00-04:00,99.2607142857174
2024-07-15 00:00:00-04:00,116.77857142857246
2024-07-16 00:00:00-04:00,203.0214285714348
2024-07-17 00:00:00-04:00,460.1035714285652
2024-07-18 00:00:00-04:00,43.27142857142752
2024-07-19 00:00:00-04:00,163.65357142857246
2024-07-22 00:00:00-04:00,-139.5607142857174
2024-07-24 00:00:00-04:00,475.6928571428478
2024-07-26 00:00:00-04:00,-458.5392857142826
2024-07-29 00:00:00-04:00,272.8785714285652
2024-07-30 00:00:00-04:00,669.9214285714347
2024-08-01 00:00:00-04:00,48.84285714286233
2024-08-06 00:00:00-04:00,-231.8642857142826
2024-08-07 00:00:00-04:00,470.34285714285505
2024-08-12 00:00:00-04:00,-123.91785714285507
2024-08-13 00:00:00-04:00,102.1
2024-08-15 00:00:00-04:00,286.1642857142826
2024-08-16 00:00:00-04:00,194.12857142856518
2024-08-20 00:00:00-04:00,-249.12142857143482
2024-08-21 00:00:00-04:00,124.59285714285507
2024-08-22 00:00:00-04:00,131.77857142857246
2024-08-23 00:00:00-04:00,-126.4892857142826
2024-08-26 00:00:00-04:00,41.81785714284777
2024-08-28 00:00:00-04:00,255.0857142857174
2024-08-29 00:00:00-04:00,-135.4357142857174
2024-08-30 00:00:00-04:00,-194.79285714285507
2024-09-02 00:00:00-04:00,-168.10000000000002
2024-09-06 00:00:00-04:00,353.12857142857246
2024-09-09 00:00:00-04:00,-119.47142857142754
2024-09-10 00:00:00-04:00,179.61785714285506
2024-09-11 00:00:00-04:00,-44.15714285713767
2024-09-12 00:00:00-04:00,-329.8
2024-09-13 00:00:00-04:00,-129.54285714285507
2024-09-16 00:00:00-04:00,-345.70357142857245
2024-09-18 00:00:00-04:00,-351.3428571428478
2024-09-20 00:00:00-04:00,110.08214285714493
2024-09-23 00:00:00-04:00,-175.40714285714495
2024-09-24 00:00:00-04:00,175.59285714285505
2024-09-26 00:00:00-04:00,146.1357142857174
2024-09-30 00:00:00-04:00,-315.1821428571522
2024-10-01 00:00:00-04:00,453.8357142857174
2024-10-02 00:00:00-04:00,-125.7392857142826
2024-10-07 00:00:00-04:00,-338.6
2024-10-08 00:00:00-04:00,119.56428571428259
2024-10-09 00:00:00-04:00,326.86428571428985
2024-10-10 00:00:00-04:00,-287.3785714285652
2024-10-14 00:00:00-04:00,150.2
2024-10-15 00:00:00-04:00,251.54999999999998
2024-10-16 00:00:00-04:00,-194.69285714285508
2024-10-22 00:00:00-04:00,-105.32857142857247
2024-10-23 00:00:00-04:00,-189.33571428571014
2024-10-24 00:00:00-04:00,-125.09642857142754
2024-10-25 00:00:00-04:00,99.68928571428259
2024-10-28 00:00:00-04:00,-310.5214285714348
2024-10-31 00:00:00-04:00,143.61785714285506
2024-11-01 00:00:00-04:00,183.09285714285505
2024-11-05 00:00:00-05:00,173.45
2024-11-07 00:00:00-05:00,192.62857142856518
2024-11-08 00:00:00-05:00,-198.76428571428988
2024-11-13 00:00:00-05:00,330.5
2024-11-14 00:00:00-05:00,-359.1714285714203
2024-11-15 00:00:00-05:00,369.67500000000723
2024-11-18 00:00:00-05:00,-111.1142857142826
2024-11-20 00:00:00-05:00,181.16428571428986
2024-11-25 00:00:00-05:00,281.8785714285652
2024-11-26 00:00:00-05:00,-193.19285714285508
2024-11-27 00:00:00-05:00,538.0285714285797
2024-11-28 00:00:00-05:00,-185.18571428569558
2024-11-29 00:00:00-05:00,129.95
2024-12-02 00:00:00-05:00,168.41428571428986
2024-12-03 00:00:00-05:00,-132.12142857143482
2024-12-04 00:00:00-05:00,189.73571428571012
2024-12-05 00:00:00-05:00,-128.37142857143482
2024-12-06 00:00:00-05:00,176.28214285715222
2024-12-09 00:00:00-05:00,97.67142857143483
2024-12-10 00:00:00-05:00,-135.33571428571014
2024-12-12 00:00:00-05:00,-184.62142857143482
2024-12-13 00:00:00-05:00,-186.76428571428988
2024-12-16 00:00:00-05:00,233.1
2024-12-17 00:00:00-05:00,-135.4
2024-12-19 00:00:00-05:00,153.1
2024-12-24 00:00:00-05:00,164.23571428571012
2024-12-27 00:00:00-05:00,-253.19285714285508
2024-12-30 00:00:00-05:00,-209.95357142857247
2024-12-31 00:00:00-05:00,17.878571428572457
