date,pnl
2026-01-06 00:00:00-05:00,180.5214285714348
2026-01-07 00:00:00-05:00,-104.9
2026-01-09 00:00:00-05:00,-366.65714285714495
2026-01-12 00:00:00-05:00,126.90357142857246
2026-01-14 00:00:00-05:00,134.1892857142826
2026-01-15 00:00:00-05:00,-313.40714285714495
2026-01-22 00:00:00-05:00,-234.97142857142754
2026-01-27 00:00:00-05:00,99.20714285714493
2026-01-28 00:00:00-05:00,436.9607142857174
2026-01-29 00:00:00-05:00,158.1892857142826
2026-01-30 00:00:00-05:00,-205.9892857142826
2026-02-05 00:00:00-05:00,-350.57857142857245
2026-02-09 00:00:00-05:00,308.3964285714348
2026-02-10 00:00:00-05:00,-127.025
2026-02-11 00:00:00-05:00,311.34285714285505
2026-02-12 00:00:00-05:00,315.7821428571522
2026-02-17 00:00:00-05:00,-164.3107142857174
2026-02-18 00:00:00-05:00,-31.30000000000001
2026-02-19 00:00:00-05:00,-180.8642857142826
2026-02-20 00:00:00-05:00,-288.275
2026-02-23 00:00:00-05:00,-122.31071428571741
2026-02-25 00:00:00-05:00,108.74285714285506
2026-02-27 00:00:00-05:00,-196.5607142857174
2026-03-05 00:00:00-05:00,-138.275
2026-03-09 00:00:00-04:00,-274.82857142857245
2026-03-10 00:00:00-04:00,-139.4
2026-03-12 00:00:00-04:00,163.17142857142753
2026-03-13 00:00:00-04:00,182.9392857142826
2026-03-18 00:00:00-04:00,406.2642857142826
