entry_time,exit_time,direction,pnl,r_multiple,confidence
2025-01-03 09:48:00-05:00,2025-01-03 10:24:00-05:00,-1,394.51785714286234,0.9825661552146003,0.6534534692764282
2025-01-21 09:43:00-05:00,2025-01-21 10:16:00-05:00,1,-402.0892857142753,-1.0177175141242676,0.6289094686508179
2025-01-31 09:35:00-05:00,2025-01-31 10:59:00-05:00,-1,-404.76785714286234,-1.017598204264884,0.7890028953552246
2025-02-20 10:03:00-05:00,2025-02-20 10:04:00-05:00,1,140.5,0.30110983543819364,0.6598567962646484
2025-02-28 09:36:00-05:00,2025-02-28 09:40:00-05:00,1,-397.0,-0.4920761398849048,0.7037389874458313
2025-03-03 09:35:00-05:00,2025-03-03 10:22:00-05:00,-1,746.75,0.9907131011608623,0.7773277759552002
2025-03-05 09:40:00-05:00,2025-03-05 10:00:00-05:00,1,-776.553571428587,-1.0090961828518594,0.6254854202270508
2025-03-24 09:42:00-04:00,2025-03-24 10:36:00-04:00,-1,-736.9107142857247,-1.0095902140672925,0.6002376675605774
2025-04-01 11:28:00-04:00,2025-04-01 11:51:00-04:00,-1,153.0,0.6122186495176849,0.6345787644386292
2025-04-15 10:14:00-04:00,2025-04-15 10:22:00-04:00,-1,388.0892857142753,0.98228248587568,0.6225935816764832
2025-04-23 09:37:00-04:00,2025-04-23 10:23:00-04:00,1,-212.0,-0.19379693111328763,0.7215925455093384
2025-05-06 10:01:00-04:00,2025-05-06 11:08:00-04:00,1,294.3392857142753,0.9767703703703359,0.6126532554626465
2025-05-16 09:45:00-04:00,2025-05-16 10:22:00-04:00,1,118.0,0.3778158947970268,0.6213091611862183
2025-05-21 10:32:00-04:00,2025-05-21 11:57:00-04:00,-1,-247.26785714286234,-1.0291341508733027,0.6166398525238037
2025-06-02 09:41:00-04:00,2025-06-02 09:56:00-04:00,-1,359.428571428587,0.9808966861598867,0.6771705150604248
2025-06-04 09:43:00-04:00,2025-06-04 10:10:00-04:00,-1,260.321428571413,0.9738142952571226,0.646058976650238
2025-06-05 09:41:00-04:00,2025-06-05 10:32:00-04:00,1,-463.428571428587,-1.0153364632238213,0.682548463344574
