entry_time,exit_time,direction,pnl,r_multiple,confidence
2024-07-26 11:00:00-04:00,2024-07-26 13:30:00-04:00,-1,-901.6428571428623,-1.007824351297411,0.6261199712753296
2024-08-09 11:30:00-04:00,2024-08-09 13:55:00-04:00,1,673.0892857142753,0.9897072338190737,0.6359241008758545
2024-08-26 12:20:00-04:00,2024-08-26 14:20:00-04:00,-1,414.60714285713766,0.9833968657348459,0.6059709787368774
2024-09-06 13:10:00-04:00,2024-09-06 14:55:00-04:00,-1,170.5,0.31418229680816057,0.6034406423568726
2024-09-12 11:30:00-04:00,2024-09-12 14:50:00-04:00,1,771.3928571428623,0.9910071117228788,0.6104100942611694
2024-09-27 11:10:00-04:00,2024-09-27 15:00:00-04:00,1,-264.5,-0.5004899476262883,0.6256474852561951
2024-10-01 11:30:00-04:00,2024-10-01 13:35:00-04:00,-1,-19.5,-0.02948562170919401,0.6104257106781006
2024-10-03 11:25:00-04:00,2024-10-03 13:25:00-04:00,-1,230.5,0.2730118443316413,0.6225668787956238
2024-10-09 13:00:00-04:00,2024-10-09 13:55:00-04:00,1,-363.25,-1.0196491228070175,0.6071613430976868
2024-10-17 12:35:00-04:00,2024-10-17 14:05:00-04:00,1,-353.071428571413,-1.0202270381836493,0.6464810967445374
2024-10-18 10:55:00-04:00,2024-10-18 13:30:00-04:00,1,428.803571428587,0.9839377176808389,0.6010598540306091
2024-10-25 11:30:00-04:00,2024-10-25 14:10:00-04:00,1,-439.85714285713766,-1.0161716171617041,0.6001169085502625
2024-11-15 11:25:00-05:00,2024-11-15 12:45:00-05:00,-1,460.4107142857247,0.9850238777459629,0.6864088177680969
2024-12-20 12:10:00-05:00,2024-12-20 14:30:00-05:00,-1,641.4821428571377,0.9892055624397553,0.7143958806991577
2024-12-23 11:05:00-05:00,2024-12-23 14:35:00-05:00,-1,-825.571428571413,-1.0085514834205742,0.6130704283714294
2024-12-27 11:30:00-05:00,2024-12-27 14:45:00-05:00,-1,-649.321428571413,-1.0108979705309735,0.6357724070549011
2024-12-30 10:40:00-05:00,2024-12-30 11:45:00-05:00,-1,-911.2857142857247,-1.0077409162717335,0.6023972630500793
